gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,average_score,math_pass,reading_pass,writing_pass,all_subjects_passed,grade,score_std,score_range,strongest_subject,weakest_subject
female,group d,some college,free/reduced,completed,63,80,80,223,74.33,True,True,True,True,C,9.81,17,reading,math
male,group b,bachelor's degree,free/reduced,none,48,51,46,145,48.33,False,False,False,False,F,2.52,5,reading,writing
male,group b,associate's degree,standard,none,48,43,45,136,45.33,False,False,False,False,F,2.52,5,math,reading
female,group e,bachelor's degree,free/reduced,completed,92,100,100,292,97.33,True,True,True,True,A,4.62,8,reading,math
female,group d,master's degree,free/reduced,completed,61,71,78,210,70.0,True,True,True,True,C,8.54,17,writing,math
male,group b,high school,free/reduced,none,63,48,47,158,52.67,True,False,False,False,D,8.96,16,math,writing
male,group d,bachelor's degree,free/reduced,none,68,68,67,203,67.67,True,True,True,True,C,0.58,1,math,writing
male,group b,some college,standard,completed,71,75,70,216,72.0,True,True,True,True,C,2.65,5,reading,writing
male,group a,bachelor's degree,standard,none,91,96,92,279,93.0,True,True,True,True,A,2.65,5,reading,math
female,group c,some college,standard,none,53,62,56,171,57.0,False,True,False,False,D,4.58,9,reading,math
female,group c,high school,free/reduced,completed,50,66,64,180,60.0,False,True,True,False,D,8.72,16,reading,math
female,group e,high school,standard,none,74,81,71,226,75.33,True,True,True,True,C,5.13,10,reading,writing
male,group a,associate's degree,free/reduced,completed,40,55,53,148,49.33,False,False,False,False,F,8.14,15,reading,math
male,group a,some college,standard,completed,61,51,52,164,54.67,True,False,False,False,D,5.51,10,math,reading
female,group b,high school,standard,none,81,91,89,261,87.0,True,True,True,True,B,5.29,10,reading,math
female,group b,some college,free/reduced,completed,48,56,58,162,54.0,False,False,False,False,D,5.29,10,writing,math
female,group d,master's degree,standard,none,53,61,68,182,60.67,False,True,True,False,D,7.51,15,writing,math
female,group d,some high school,standard,none,81,97,96,274,91.33,True,True,True,True,A,8.96,16,reading,math
female,group e,some high school,standard,none,77,79,80,236,78.67,True,True,True,True,C,1.53,3,writing,math
female,group d,bachelor's degree,free/reduced,none,63,73,78,214,71.33,True,True,True,True,C,7.64,15,writing,math
female,group d,associate's degree,standard,completed,73,75,80,228,76.0,True,True,True,True,C,3.61,7,writing,math
female,group d,some college,standard,none,69,77,77,223,74.33,True,True,True,True,C,4.62,8,reading,math
female,group c,associate's degree,standard,none,65,76,76,217,72.33,True,True,True,True,C,6.35,11,reading,math
female,group a,high school,standard,none,55,73,73,201,67.0,False,True,True,False,C,10.39,18,reading,math
female,group c,bachelor's degree,free/reduced,none,44,63,62,169,56.33,False,True,True,False,D,10.69,19,reading,math
female,group c,some college,standard,none,54,64,65,183,61.0,False,True,True,False,D,6.08,11,writing,math
female,group a,some high school,standard,none,48,66,65,179,59.67,False,True,True,False,D,10.12,18,reading,math
male,group c,some college,free/reduced,none,58,57,54,169,56.33,False,False,False,False,D,2.08,4,math,writing
male,group a,some high school,standard,none,71,62,50,183,61.0,True,True,False,False,D,10.54,21,math,writing
male,group e,bachelor's degree,standard,none,68,68,64,200,66.67,True,True,True,True,C,2.31,4,math,writing
female,group e,high school,standard,none,74,76,73,223,74.33,True,True,True,True,C,1.53,3,reading,writing
female,group c,bachelor's degree,standard,completed,92,100,99,291,97.0,True,True,True,True,A,4.36,8,reading,math
female,group c,bachelor's degree,standard,completed,56,79,72,207,69.0,False,True,True,False,C,11.79,23,reading,math
male,group b,high school,free/reduced,none,30,24,15,69,23.0,False,False,False,False,F,7.55,15,math,writing
male,group a,some high school,standard,none,53,54,48,155,51.67,False,False,False,False,D,3.21,6,reading,writing
female,group d,high school,standard,none,69,77,73,219,73.0,True,True,True,True,C,4.0,8,reading,math
female,group d,some high school,standard,none,65,82,81,228,76.0,True,True,True,True,C,9.54,17,reading,math
female,group d,master's degree,standard,none,54,60,63,177,59.0,False,True,True,False,D,4.58,9,writing,math
female,group c,high school,standard,none,29,29,30,88,29.33,False,False,False,False,F,0.58,1,writing,math
female,group e,some college,standard,none,76,78,80,234,78.0,True,True,True,True,C,2.0,4,writing,math
male,group d,high school,free/reduced,none,60,57,51,168,56.0,True,False,False,False,D,4.58,9,math,writing
male,group d,master's degree,free/reduced,completed,84,89,90,263,87.67,True,True,True,True,B,3.21,6,writing,math
male,group c,some high school,standard,none,75,72,62,209,69.67,True,True,True,True,C,6.81,13,math,writing
female,group c,associate's degree,standard,none,85,84,82,251,83.67,True,True,True,True,B,1.53,3,math,writing
female,group c,master's degree,free/reduced,none,40,58,54,152,50.67,False,False,False,False,D,9.45,18,reading,math
female,group e,some college,standard,none,61,64,62,187,62.33,True,True,True,True,D,1.53,3,reading,math
female,group b,associate's degree,standard,none,58,63,65,186,62.0,False,True,True,False,D,3.61,7,writing,math
male,group d,some college,free/reduced,completed,69,60,63,192,64.0,True,True,True,True,D,4.58,9,math,reading
female,group c,some college,standard,none,58,59,66,183,61.0,False,False,True,False,D,4.36,8,writing,math
male,group c,bachelor's degree,standard,completed,94,90,91,275,91.67,True,True,True,True,A,2.08,4,math,reading
female,group c,associate's degree,standard,none,65,77,74,216,72.0,True,True,True,True,C,6.24,12,reading,math
female,group a,associate's degree,standard,none,82,93,93,268,89.33,True,True,True,True,B,6.35,11,reading,math
female,group c,high school,standard,none,60,68,72,200,66.67,True,True,True,True,C,6.11,12,writing,math
female,group e,bachelor's degree,standard,none,37,45,38,120,40.0,False,False,False,False,F,4.36,8,reading,math
male,group d,bachelor's degree,standard,none,88,78,83,249,83.0,True,True,True,True,B,5.0,10,math,reading
male,group d,master's degree,standard,none,95,81,84,260,86.67,True,True,True,True,B,7.37,14,math,reading
male,group c,associate's degree,free/reduced,completed,65,73,68,206,68.67,True,True,True,True,C,4.04,8,reading,math
female,group c,high school,free/reduced,none,35,61,54,150,50.0,False,True,False,False,D,13.45,26,reading,math
male,group b,bachelor's degree,free/reduced,none,62,63,56,181,60.33,True,True,False,False,D,3.79,7,reading,writing
male,group c,high school,free/reduced,completed,58,51,52,161,53.67,False,False,False,False,D,3.79,7,math,reading
male,group a,some college,standard,completed,100,96,86,282,94.0,True,True,True,True,A,7.21,14,math,writing
female,group e,bachelor's degree,free/reduced,none,61,58,62,181,60.33,True,False,True,False,D,2.08,4,writing,reading
male,group d,some college,standard,completed,100,97,99,296,98.67,True,True,True,True,A,1.53,3,math,reading
male,group b,associate's degree,free/reduced,completed,69,70,63,202,67.33,True,True,True,True,C,3.79,7,reading,writing
male,group d,associate's degree,standard,none,61,48,46,155,51.67,True,False,False,False,D,8.14,15,math,writing
male,group d,some college,free/reduced,none,49,57,46,152,50.67,False,False,False,False,D,5.69,11,reading,writing
female,group c,some high school,standard,completed,44,51,55,150,50.0,False,False,False,False,D,5.57,11,writing,math
male,group d,some college,standard,none,67,64,70,201,67.0,True,True,True,True,C,3.0,6,writing,reading
male,group b,high school,standard,none,79,60,65,204,68.0,True,True,True,True,C,9.85,19,math,reading
female,group b,bachelor's degree,standard,completed,66,74,81,221,73.67,True,True,True,True,C,7.51,15,writing,math
female,group c,high school,standard,none,75,88,85,248,82.67,True,True,True,True,B,6.81,13,reading,math
male,group d,some high school,standard,none,84,84,80,248,82.67,True,True,True,True,B,2.31,4,math,writing
male,group a,high school,standard,none,71,74,64,209,69.67,True,True,True,True,C,5.13,10,reading,writing
female,group b,high school,free/reduced,completed,67,80,81,228,76.0,True,True,True,True,C,7.81,14,writing,math
female,group d,some high school,standard,completed,80,92,88,260,86.67,True,True,True,True,B,6.11,12,reading,math
male,group e,some college,standard,none,86,76,74,236,78.67,True,True,True,True,C,6.43,12,math,writing
female,group d,associate's degree,standard,none,76,74,73,223,74.33,True,True,True,True,C,1.53,3,math,writing
male,group d,high school,standard,none,41,52,51,144,48.0,False,False,False,False,F,6.08,11,reading,math
female,group d,associate's degree,free/reduced,completed,74,88,90,252,84.0,True,True,True,True,B,8.72,16,writing,math
female,group b,some high school,free/reduced,none,72,81,79,232,77.33,True,True,True,True,C,4.73,9,reading,math
female,group e,high school,standard,completed,74,79,80,233,77.67,True,True,True,True,C,3.21,6,writing,math
male,group b,high school,standard,none,70,65,60,195,65.0,True,True,True,True,C,5.0,10,math,writing
female,group b,bachelor's degree,standard,completed,65,81,81,227,75.67,True,True,True,True,C,9.24,16,reading,math
female,group d,associate's degree,standard,none,59,70,65,194,64.67,False,True,True,False,D,5.51,11,reading,math
female,group e,high school,free/reduced,none,64,62,68,194,64.67,True,True,True,True,D,3.06,6,writing,reading
female,group b,high school,standard,none,50,53,55,158,52.67,False,False,False,False,D,2.52,5,writing,math
female,group d,some college,standard,completed,69,79,81,229,76.33,True,True,True,True,C,6.43,12,writing,math
male,group c,some high school,free/reduced,completed,51,56,53,160,53.33,False,False,False,False,D,2.52,5,reading,math
female,group a,high school,standard,completed,68,80,76,224,74.67,True,True,True,True,C,6.11,12,reading,math
female,group d,some college,standard,completed,85,86,98,269,89.67,True,True,True,True,B,7.23,13,writing,math
female,group a,associate's degree,standard,completed,65,70,74,209,69.67,True,True,True,True,C,4.51,9,writing,math
female,group b,some high school,standard,none,73,79,79,231,77.0,True,True,True,True,C,3.46,6,reading,math
female,group b,some college,standard,none,62,67,67,196,65.33,True,True,True,True,C,2.89,5,reading,math
male,group c,associate's degree,free/reduced,none,77,67,64,208,69.33,True,True,True,True,C,6.81,13,math,writing
male,group d,some high school,standard,none,69,66,61,196,65.33,True,True,True,True,C,4.04,8,math,writing
female,group d,associate's degree,free/reduced,none,43,60,58,161,53.67,False,True,False,False,D,9.29,17,reading,math
male,group d,associate's degree,standard,none,90,87,85,262,87.33,True,True,True,True,B,2.52,5,math,writing
male,group c,some college,free/reduced,none,74,77,73,224,74.67,True,True,True,True,C,2.08,4,reading,writing
male,group c,some high school,standard,none,73,66,63,202,67.33,True,True,True,True,C,5.13,10,math,writing
female,group d,some college,free/reduced,none,55,71,69,195,65.0,False,True,True,False,C,8.72,16,reading,math
female,group c,high school,standard,none,65,69,67,201,67.0,True,True,True,True,C,2.0,4,reading,math
male,group d,associate's degree,standard,none,80,63,63,206,68.67,True,True,True,True,C,9.81,17,math,reading
female,group c,some high school,free/reduced,completed,50,60,60,170,56.67,False,True,True,False,D,5.77,10,reading,math
female,group c,some college,free/reduced,completed,63,73,71,207,69.0,True,True,True,True,C,5.29,10,reading,math
female,group b,bachelor's degree,free/reduced,none,77,85,87,249,83.0,True,True,True,True,B,5.29,10,writing,math
male,group c,some college,standard,none,73,74,61,208,69.33,True,True,True,True,C,7.23,13,reading,writing
male,group d,associate's degree,standard,completed,81,72,77,230,76.67,True,True,True,True,C,4.51,9,math,reading
female,group c,high school,free/reduced,none,66,76,68,210,70.0,True,True,True,True,C,5.29,10,reading,math
male,group d,associate's degree,free/reduced,none,52,57,50,159,53.0,False,False,False,False,D,3.61,7,reading,writing
female,group c,some college,standard,none,69,78,76,223,74.33,True,True,True,True,C,4.73,9,reading,math
female,group c,associate's degree,standard,completed,65,84,84,233,77.67,True,True,True,True,C,10.97,19,reading,math
female,group d,high school,standard,completed,69,77,78,224,74.67,True,True,True,True,C,4.93,9,writing,math
female,group b,some college,standard,completed,50,64,66,180,60.0,False,True,True,False,D,8.72,16,writing,math
female,group e,some college,standard,completed,73,78,76,227,75.67,True,True,True,True,C,2.52,5,reading,math
female,group c,some high school,standard,completed,70,82,76,228,76.0,True,True,True,True,C,6.0,12,reading,math
male,group d,associate's degree,free/reduced,none,81,75,78,234,78.0,True,True,True,True,C,3.0,6,math,reading
male,group d,some college,free/reduced,none,63,61,60,184,61.33,True,True,True,True,D,1.53,3,math,writing
female,group d,high school,standard,none,67,72,74,213,71.0,True,True,True,True,C,3.61,7,writing,math
male,group b,high school,standard,none,60,68,60,188,62.67,True,True,True,True,D,4.62,8,reading,math
male,group b,high school,standard,none,62,55,54,171,57.0,True,False,False,False,D,4.36,8,math,writing
female,group c,some high school,free/reduced,completed,29,40,44,113,37.67,False,False,False,False,F,7.77,15,writing,math
male,group b,some college,standard,completed,62,66,68,196,65.33,True,True,True,True,C,3.06,6,writing,math
female,group e,master's degree,standard,completed,94,99,100,293,97.67,True,True,True,True,A,3.21,6,writing,math
male,group e,some college,standard,completed,85,75,68,228,76.0,True,True,True,True,C,8.54,17,math,writing
male,group d,associate's degree,free/reduced,none,77,78,73,228,76.0,True,True,True,True,C,2.65,5,reading,writing
male,group a,high school,free/reduced,none,53,58,44,155,51.67,False,False,False,False,D,7.09,14,reading,writing
male,group e,some college,free/reduced,none,93,90,83,266,88.67,True,True,True,True,B,5.13,10,math,writing
female,group c,associate's degree,standard,none,49,53,53,155,51.67,False,False,False,False,D,2.31,4,reading,math
female,group e,associate's degree,free/reduced,none,73,76,78,227,75.67,True,True,True,True,C,2.52,5,writing,math
female,group c,bachelor's degree,free/reduced,completed,66,74,81,221,73.67,True,True,True,True,C,7.51,15,writing,math
female,group d,associate's degree,standard,none,77,77,73,227,75.67,True,True,True,True,C,2.31,4,math,writing
female,group c,some high school,standard,none,49,63,56,168,56.0,False,True,False,False,D,7.0,14,reading,math
female,group d,some college,free/reduced,none,79,89,86,254,84.67,True,True,True,True,B,5.13,10,reading,math
female,group c,associate's degree,standard,completed,75,82,90,247,82.33,True,True,True,True,B,7.51,15,writing,math
female,group a,bachelor's degree,standard,none,59,72,70,201,67.0,False,True,True,False,C,7.0,13,reading,math
female,group d,associate's degree,standard,completed,57,78,79,214,71.33,False,True,True,False,C,12.42,22,writing,math
male,group c,high school,free/reduced,none,66,66,59,191,63.67,True,True,False,False,D,4.04,7,math,writing
female,group e,bachelor's degree,standard,completed,79,81,82,242,80.67,True,True,True,True,B,1.53,3,writing,math
female,group b,some high school,standard,none,57,67,72,196,65.33,False,True,True,False,C,7.64,15,writing,math
male,group a,bachelor's degree,standard,completed,87,84,87,258,86.0,True,True,True,True,B,1.73,3,math,reading
female,group d,some college,standard,none,63,64,67,194,64.67,True,True,True,True,D,2.08,4,writing,math
female,group b,some high school,free/reduced,completed,59,63,64,186,62.0,False,True,True,False,D,2.65,5,writing,math
male,group a,bachelor's degree,free/reduced,none,62,72,65,199,66.33,True,True,True,True,C,5.13,10,reading,math
male,group d,high school,standard,none,46,34,36,116,38.67,False,False,False,False,F,6.43,12,math,reading
male,group c,some college,standard,none,66,59,52,177,59.0,True,False,False,False,D,7.0,14,math,writing
male,group d,high school,standard,none,89,87,79,255,85.0,True,True,True,True,B,5.29,10,math,writing
female,group d,associate's degree,free/reduced,completed,42,61,58,161,53.67,False,True,False,False,D,10.21,19,reading,math
male,group c,some college,standard,completed,93,84,90,267,89.0,True,True,True,True,B,4.58,9,math,reading
female,group e,some high school,standard,completed,80,85,85,250,83.33,True,True,True,True,B,2.89,5,reading,math
female,group d,some college,standard,none,98,100,99,297,99.0,True,True,True,True,A,1.0,2,reading,math
male,group d,master's degree,standard,none,81,81,84,246,82.0,True,True,True,True,B,1.73,3,writing,math
female,group b,some high school,standard,completed,60,70,74,204,68.0,True,True,True,True,C,7.21,14,writing,math
female,group b,associate's degree,free/reduced,completed,76,94,87,257,85.67,True,True,True,True,B,9.07,18,reading,math
male,group c,associate's degree,standard,completed,73,78,72,223,74.33,True,True,True,True,C,3.21,6,reading,writing
female,group c,associate's degree,standard,completed,96,96,99,291,97.0,True,True,True,True,A,1.73,3,writing,math
female,group c,high school,standard,none,76,76,74,226,75.33,True,True,True,True,C,1.15,2,math,writing
male,group e,associate's degree,free/reduced,completed,91,73,80,244,81.33,True,True,True,True,B,9.07,18,math,reading
female,group c,some college,free/reduced,none,62,72,70,204,68.0,True,True,True,True,C,5.29,10,reading,math
male,group d,some high school,free/reduced,completed,55,59,59,173,57.67,False,False,False,False,D,2.31,4,reading,math
female,group b,some high school,free/reduced,completed,74,90,88,252,84.0,True,True,True,True,B,8.72,16,reading,math
male,group c,high school,standard,none,50,48,42,140,46.67,False,False,False,False,F,4.16,8,math,writing
male,group b,some college,standard,none,47,43,41,131,43.67,False,False,False,False,F,3.06,6,math,writing
male,group e,some college,standard,completed,81,74,71,226,75.33,True,True,True,True,C,5.13,10,math,writing
female,group e,associate's degree,standard,completed,65,75,77,217,72.33,True,True,True,True,C,6.43,12,writing,math
male,group e,some high school,standard,completed,68,51,57,176,58.67,True,False,False,False,D,8.62,17,math,reading
female,group d,high school,free/reduced,none,73,92,84,249,83.0,True,True,True,True,B,9.54,19,reading,math
male,group c,some college,standard,none,53,39,37,129,43.0,False,False,False,False,F,8.72,16,math,writing
female,group b,associate's degree,free/reduced,completed,68,77,80,225,75.0,True,True,True,True,C,6.24,12,writing,math
male,group a,some high school,free/reduced,none,55,46,43,144,48.0,False,False,False,False,F,6.24,12,math,writing
female,group c,some college,standard,completed,87,89,94,270,90.0,True,True,True,True,A,3.61,7,writing,math
male,group d,some high school,standard,none,55,47,44,146,48.67,False,False,False,False,F,5.69,11,math,writing
female,group e,some college,free/reduced,none,53,58,57,168,56.0,False,False,False,False,D,2.65,5,reading,math
male,group c,master's degree,standard,none,67,57,59,183,61.0,True,False,False,False,D,5.29,10,math,reading
male,group c,associate's degree,standard,none,92,79,84,255,85.0,True,True,True,True,B,6.56,13,math,reading
female,group b,some college,free/reduced,completed,53,66,73,192,64.0,False,True,True,False,D,10.15,20,writing,math
male,group d,associate's degree,standard,none,81,71,73,225,75.0,True,True,True,True,C,5.29,10,math,reading
male,group c,high school,free/reduced,none,61,60,55,176,58.67,True,True,False,False,D,3.21,6,math,writing
male,group d,bachelor's degree,standard,none,80,73,72,225,75.0,True,True,True,True,C,4.36,8,math,writing
female,group a,associate's degree,free/reduced,none,37,57,56,150,50.0,False,False,False,False,D,11.27,20,reading,math
female,group c,high school,standard,none,81,84,82,247,82.33,True,True,True,True,B,1.53,3,reading,math
female,group c,associate's degree,standard,completed,59,73,72,204,68.0,False,True,True,False,C,7.81,14,reading,math
male,group b,some college,free/reduced,none,55,55,47,157,52.33,False,False,False,False,D,4.62,8,math,writing
male,group d,associate's degree,standard,none,72,79,74,225,75.0,True,True,True,True,C,3.61,7,reading,math
male,group d,high school,standard,none,69,75,71,215,71.67,True,True,True,True,C,3.06,6,reading,math
male,group c,some college,standard,none,69,64,68,201,67.0,True,True,True,True,C,2.65,5,math,reading
female,group c,bachelor's degree,free/reduced,none,50,60,59,169,56.33,False,True,False,False,D,5.51,10,reading,math
male,group b,some college,standard,completed,87,84,86,257,85.67,True,True,True,True,B,1.53,3,math,reading
male,group d,some high school,standard,completed,71,69,68,208,69.33,True,True,True,True,C,1.53,3,math,writing
male,group e,some college,standard,none,68,72,65,205,68.33,True,True,True,True,C,3.51,7,reading,writing
male,group c,master's degree,free/reduced,completed,79,77,75,231,77.0,True,True,True,True,C,2.0,4,math,writing
female,group c,some high school,standard,completed,77,90,85,252,84.0,True,True,True,True,B,6.56,13,reading,math
male,group c,associate's degree,free/reduced,none,58,55,53,166,55.33,False,False,False,False,D,2.52,5,math,writing
female,group e,associate's degree,standard,none,84,95,92,271,90.33,True,True,True,True,A,5.69,11,reading,math
male,group d,some college,standard,none,55,58,52,165,55.0,False,False,False,False,D,3.0,6,reading,writing
male,group e,bachelor's degree,free/reduced,completed,70,68,72,210,70.0,True,True,True,True,C,2.0,4,writing,reading
female,group d,some college,free/reduced,completed,52,59,65,176,58.67,False,False,True,False,D,6.51,13,writing,math
male,group b,some college,standard,completed,69,77,77,223,74.33,True,True,True,True,C,4.62,8,reading,math
female,group c,high school,free/reduced,none,53,72,64,189,63.0,False,True,True,False,D,9.54,19,reading,math
female,group d,some high school,standard,none,48,58,54,160,53.33,False,False,False,False,D,5.03,10,reading,math
male,group d,some high school,standard,completed,78,81,86,245,81.67,True,True,True,True,B,4.04,8,writing,math
female,group b,high school,standard,none,62,62,63,187,62.33,True,True,True,True,D,0.58,1,writing,math
male,group d,some college,standard,none,60,63,59,182,60.67,True,True,False,False,D,2.08,4,reading,writing
female,group b,high school,standard,none,74,72,72,218,72.67,True,True,True,True,C,1.15,2,math,reading
female,group c,high school,standard,completed,58,75,77,210,70.0,False,True,True,False,C,10.44,19,writing,math
male,group b,high school,standard,completed,76,62,60,198,66.0,True,True,True,True,C,8.72,16,math,writing
female,group d,some high school,standard,none,68,71,75,214,71.33,True,True,True,True,C,3.51,7,writing,math
male,group a,some college,free/reduced,none,58,60,57,175,58.33,False,True,False,False,D,1.53,3,reading,writing
male,group b,high school,standard,none,52,48,49,149,49.67,False,False,False,False,F,2.08,4,math,reading
male,group d,bachelor's degree,standard,none,75,73,74,222,74.0,True,True,True,True,C,1.0,2,math,reading
female,group b,some high school,free/reduced,completed,52,67,72,191,63.67,False,True,True,False,D,10.41,20,writing,math
female,group c,bachelor's degree,free/reduced,none,62,78,79,219,73.0,True,True,True,True,C,9.54,17,writing,math
male,group b,some college,standard,none,66,65,60,191,63.67,True,True,True,True,D,3.21,6,math,writing
female,group b,some high school,free/reduced,none,49,58,55,162,54.0,False,False,False,False,D,4.58,9,reading,math
female,group b,high school,standard,none,66,72,70,208,69.33,True,True,True,True,C,3.06,6,reading,math
female,group c,some college,free/reduced,none,35,44,43,122,40.67,False,False,False,False,F,4.93,9,reading,math
female,group a,some college,standard,completed,72,79,82,233,77.67,True,True,True,True,C,5.13,10,writing,math
male,group e,associate's degree,standard,completed,94,85,82,261,87.0,True,True,True,True,B,6.24,12,math,writing
female,group d,associate's degree,free/reduced,none,46,56,57,159,53.0,False,False,False,False,D,6.08,11,writing,math
female,group b,master's degree,standard,none,77,90,84,251,83.67,True,True,True,True,B,6.51,13,reading,math
female,group b,high school,free/reduced,completed,76,85,82,243,81.0,True,True,True,True,B,4.58,9,reading,math
female,group c,associate's degree,standard,completed,52,59,62,173,57.67,False,False,True,False,D,5.13,10,writing,math
male,group c,bachelor's degree,standard,completed,91,81,79,251,83.67,True,True,True,True,B,6.43,12,math,writing
female,group b,some high school,standard,completed,32,51,44,127,42.33,False,False,False,False,F,9.61,19,reading,math
female,group e,some high school,free/reduced,none,72,79,77,228,76.0,True,True,True,True,C,3.61,7,reading,math
female,group b,some college,standard,none,19,38,32,89,29.67,False,False,False,False,F,9.71,19,reading,math
male,group c,associate's degree,free/reduced,none,68,65,61,194,64.67,True,True,True,True,D,3.51,7,math,writing
female,group c,master's degree,free/reduced,none,52,65,61,178,59.33,False,True,True,False,D,6.66,13,reading,math
female,group b,high school,standard,none,48,62,60,170,56.67,False,True,True,False,D,7.57,14,reading,math
female,group d,some college,free/reduced,none,60,66,70,196,65.33,True,True,True,True,C,5.03,10,writing,math
male,group d,high school,free/reduced,none,66,74,69,209,69.67,True,True,True,True,C,4.04,8,reading,math
male,group e,some high school,standard,completed,89,84,77,250,83.33,True,True,True,True,B,6.03,12,math,writing
female,group b,high school,standard,none,42,52,51,145,48.33,False,False,False,False,F,5.51,10,reading,math
female,group e,associate's degree,free/reduced,completed,57,68,73,198,66.0,False,True,True,False,C,8.19,16,writing,math
male,group d,high school,standard,none,70,70,70,210,70.0,True,True,True,True,C,0.0,0,math,math
female,group e,associate's degree,free/reduced,none,70,84,81,235,78.33,True,True,True,True,C,7.37,14,reading,math
male,group e,some college,standard,none,69,60,54,183,61.0,True,True,False,False,D,7.55,15,math,writing
female,group c,associate's degree,standard,none,52,55,57,164,54.67,False,False,False,False,D,2.52,5,writing,math
male,group c,some high school,standard,completed,67,73,68,208,69.33,True,True,True,True,C,3.21,6,reading,math
male,group c,some high school,standard,completed,76,80,73,229,76.33,True,True,True,True,C,3.51,7,reading,writing
female,group e,associate's degree,standard,none,87,94,95,276,92.0,True,True,True,True,A,4.36,8,writing,math
female,group b,some college,standard,none,82,85,87,254,84.67,True,True,True,True,B,2.52,5,writing,math
female,group c,some college,standard,none,73,76,78,227,75.67,True,True,True,True,C,2.52,5,writing,math
male,group a,some college,free/reduced,none,75,81,74,230,76.67,True,True,True,True,C,3.79,7,reading,writing
female,group d,some college,free/reduced,none,64,74,75,213,71.0,True,True,True,True,C,6.08,11,writing,math
female,group e,high school,free/reduced,none,41,45,40,126,42.0,False,False,False,False,F,2.65,5,reading,writing
male,group c,high school,standard,none,90,75,69,234,78.0,True,True,True,True,C,10.82,21,math,writing
male,group b,bachelor's degree,standard,none,59,54,51,164,54.67,False,False,False,False,D,4.04,8,math,writing
male,group a,some high school,standard,none,51,31,36,118,39.33,False,False,False,False,F,10.41,20,math,reading
male,group a,high school,free/reduced,none,45,47,49,141,47.0,False,False,False,False,F,2.0,4,writing,math
female,group c,master's degree,standard,completed,54,64,67,185,61.67,False,True,True,False,D,6.81,13,writing,math
male,group e,some high school,standard,completed,87,84,76,247,82.33,True,True,True,True,B,5.69,11,math,writing
female,group c,high school,standard,none,72,80,83,235,78.33,True,True,True,True,C,5.69,11,writing,math
male,group b,some high school,standard,completed,94,86,87,267,89.0,True,True,True,True,B,4.36,8,math,reading
female,group a,bachelor's degree,standard,none,45,59,64,168,56.0,False,False,True,False,D,9.85,19,writing,math
male,group d,bachelor's degree,free/reduced,completed,61,70,76,207,69.0,True,True,True,True,C,7.55,15,writing,math
female,group b,high school,free/reduced,none,60,72,68,200,66.67,True,True,True,True,C,6.11,12,reading,math
female,group c,some high school,standard,none,77,91,88,256,85.33,True,True,True,True,B,7.37,14,reading,math
female,group a,some high school,standard,completed,85,90,92,267,89.0,True,True,True,True,B,3.61,7,writing,math
female,group d,bachelor's degree,free/reduced,none,78,90,93,261,87.0,True,True,True,True,B,7.94,15,writing,math
male,group e,some college,free/reduced,completed,49,52,51,152,50.67,False,False,False,False,D,1.53,3,reading,math
female,group b,high school,free/reduced,none,71,87,82,240,80.0,True,True,True,True,B,8.19,16,reading,math
female,group c,some high school,free/reduced,none,48,58,52,158,52.67,False,False,False,False,D,5.03,10,reading,math
male,group c,high school,standard,none,62,67,58,187,62.33,True,True,False,False,D,4.51,9,reading,writing
female,group c,associate's degree,free/reduced,completed,56,68,70,194,64.67,False,True,True,False,D,7.57,14,writing,math
female,group c,some high school,standard,none,65,69,76,210,70.0,True,True,True,True,C,5.57,11,writing,math
female,group d,some high school,free/reduced,completed,69,86,81,236,78.67,True,True,True,True,C,8.74,17,reading,math
male,group b,some high school,standard,none,68,54,53,175,58.33,True,False,False,False,D,8.39,15,math,writing
female,group a,some college,free/reduced,none,61,60,57,178,59.33,True,True,False,False,D,2.08,4,math,writing
female,group c,bachelor's degree,free/reduced,completed,74,86,89,249,83.0,True,True,True,True,B,7.94,15,writing,math
male,group a,bachelor's degree,standard,none,64,60,58,182,60.67,True,True,False,False,D,3.06,6,math,writing
female,group b,high school,standard,completed,77,82,89,248,82.67,True,True,True,True,B,6.03,12,writing,math
male,group b,some college,standard,none,58,50,45,153,51.0,False,False,False,False,D,6.56,13,math,writing
female,group c,high school,standard,completed,60,64,74,198,66.0,True,True,True,True,C,7.21,14,writing,math
male,group e,high school,standard,none,73,64,57,194,64.67,True,True,False,False,D,8.02,16,math,writing
female,group a,high school,standard,completed,75,82,79,236,78.67,True,True,True,True,C,3.51,7,reading,math
male,group b,associate's degree,free/reduced,completed,58,57,53,168,56.0,False,False,False,False,D,2.65,5,math,writing
female,group c,associate's degree,standard,none,66,77,73,216,72.0,True,True,True,True,C,5.57,11,reading,math
female,group d,high school,free/reduced,none,39,52,46,137,45.67,False,False,False,False,F,6.51,13,reading,math
male,group c,some high school,standard,none,64,58,51,173,57.67,True,False,False,False,D,6.51,13,math,writing
female,group b,high school,free/reduced,completed,23,44,36,103,34.33,False,False,False,False,F,10.6,21,reading,math
male,group b,some college,free/reduced,completed,74,77,76,227,75.67,True,True,True,True,C,1.53,3,reading,math
female,group d,some high school,free/reduced,completed,40,65,64,169,56.33,False,True,True,False,D,14.15,25,reading,math
male,group e,master's degree,standard,none,90,85,84,259,86.33,True,True,True,True,B,3.21,6,math,writing
